strategy,signal_date,trade_date,selected_symbols,selected_momentum,market_volatility,high_volatility,bond_weight,target_weights
momentum_bond_defense,2017-11-16,2017-11-17,159928|510300,0.08534323|0.05410280,0.10645780901391379,False,0.0,159928:0.500000|510300:0.500000
momentum_bond_defense,2017-12-14,2017-12-15,512800|512400,0.01810865|-0.01016949,0.2276671639582699,False,0.0,512800:0.500000|512400:0.500000
momentum_bond_defense,2018-01-12,2018-01-15,159928|512400,0.10017271|0.08105023,0.15138347818790762,False,0.0,159928:0.500000|512400:0.500000
momentum_bond_defense,2018-02-09,2018-02-12,512800|512880,0.00000000|-0.10649087,0.27482409580090095,True,0.2,512800:0.400000|512880:0.400000|511010:0.200000
momentum_bond_defense,2018-03-16,2018-03-19,512010|159915,0.14921466|0.14247670,0.19455679448370602,False,0.0,512010:0.500000|159915:0.500000
momentum_bond_defense,2018-04-17,2018-04-18,512660|512010,0.06030151|0.01138952,0.22170785130835682,False,0.0,512660:0.500000|512010:0.500000
momentum_bond_defense,2018-05-17,2018-05-18,512010|159928,0.13288288|0.09107807,0.1993618230175575,False,0.0,512010:0.500000|159928:0.500000
momentum_bond_defense,2018-06-14,2018-06-15,159928|512010,0.03577513|-0.01590457,0.18907756332355943,False,0.0,159928:0.500000|512010:0.500000
momentum_bond_defense,2018-07-13,2018-07-16,512010|512660,0.01212121|0.00140647,0.3215184189937537,True,0.2,512010:0.400000|512660:0.400000|511010:0.200000
momentum_bond_defense,2018-08-10,2018-08-13,512800|512880,0.04008909|-0.02029770,0.27664774238809847,True,0.2,512800:0.400000|512880:0.400000|511010:0.200000
momentum_bond_defense,2018-09-07,2018-09-10,512660|512800,0.05131965|-0.00856531,0.2315559325555549,False,0.0,512660:0.500000|512800:0.500000
momentum_bond_defense,2018-10-15,2018-10-16,512800|159928,0.00215983|0.00203666,0.3909532551638396,True,0.2,512800:0.400000|159928:0.400000|511010:0.200000
momentum_bond_defense,2018-11-12,2018-11-13,512880|512980,0.20285261|0.10628019,0.42003405927278664,True,0.2,512880:0.400000|512980:0.400000|511010:0.200000
